psmiles,value
*NC(=O)C(=S)c1ccc(*)s1,0.9512
*NC(=O)C(=S)c1ccc(*)cc1,1.5619
*NC(=O)C(=S)C(*)=O,1.4363
*NC(=O)C(=S)O*,2.095
*NC(=O)Nc1ccc(*)s1,3.137
*NC(=O)Nc1ccc(*)cc1,3.4515
*NC(=O)NC(*)=O,3.9867
*NC(=O)NC(*)=S,2.0371
*NC(=O)NO*,5.0658
*NC(=O)Oc1ccc(*)s1,3.4227
*NC(=O)Oc1ccc(*)cc1,3.4546
*NC(=O)OC(*)=S,2.5812
*NC(=S)c1ccc(C(*)=S)s1,1.6122
*NC(=S)c1ccc(O*)s1,2.3899
*NC(=S)c1ccc(O*)cc1,2.6021
*NC(=S)C(=O)C(*)=S,1.5026
*NC(=S)C(=O)O*,1.8481
*NC(=S)Nc1ccc(*)cc1,2.6405
*NC(=S)NC(*)=S,2.0315
*NC(=S)NO*,3.3916
*NC(=S)OC(*)=S,2.4316
*NOc1ccc(O*)cc1,4.5587
*NOC(=O)O*,5.0089
*NOC(=S)O*,3.7133
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,2.9952
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1,3.6012
*CCCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,3.5538
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,3.7898
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,4.5558
*C(=O)NC(=O)c1ccc(*)cc1,3.4047
*NC(=O)OC(*)=O,4.9145
*OC(=O)C(=S)C(*)=O,1.4341
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,3.7901
*CCOC(=S)NC(=S)c1ccc(N*)cc1,2.4106
*CNCCCOCO*,6.3311
*CNCNC(=O)NC(=O)N*,5.4
*CNC(=O)NCOCO*,6.6011
*CNC(=O)ONC(=O)NO*,5.9707
*COCOCCCO*,7.1737
*CNCCNC(=O)OC*,6.3647
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,2.3992
*NOC(=O)NCC(=O)NC(*)=O,4.9352
*NCCCNC(=O)NC(*)=O,6.0227
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,3.2632
*NCNC(=O)OC(=O)NC(*)=O,5.4649
*OCCCCONC(*)=O,5.6793
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,2.9014
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,3.3708
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,2.1503
*OC(F)(F)c1ccc(C(*)(F)F)s1,3.9843
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,3.9825
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,4.1742
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,2.4957
*OC(F)(F)c1ccc(C(*)(F)F)cc1,4.4042
*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,2.1029
*Oc1ccc(C(F)(F)C(*)(F)F)s1,4.0762
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,4.0895
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,3.2719
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,2.3476
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,4.7894
*c1ccc(CC(F)(F)C(*)(F)F)s1,4.5178
*c1ccc(CC(F)(F)C(*)(F)F)cc1,5.11
*C(=O)CC(F)(F)C(*)(F)F,5.0395
*C(=S)CC(F)(F)C(*)(F)F,2.143
*NCC(F)(F)C(*)(F)F,7.8675
*OCC(F)(F)C(*)(F)F,8.8494
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,3.0077
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,3.5762
*C(=S)C(=O)C(F)(F)C(*)(F)F,1.5715
*OC(=S)C(F)(F)C(*)(F)F,3.1746
*c1ccc(NC(F)(F)C(*)(F)F)s1,3.3898
*c1ccc(NC(F)(F)C(*)(F)F)cc1,4.1626
*C(=O)NC(F)(F)C(*)(F)F,5.4991
*C(=S)NC(F)(F)C(*)(F)F,2.8927
*NOC(F)(F)C(*)(F)F,6.3342
*c1ccc(C(F)(F)CC(*)(F)F)s1,3.8644
*c1ccc(C(F)(F)CC(*)(F)F)cc1,4.3368
*C(=O)C(F)(F)CC(*)(F)F,4.9978
*C(=S)C(F)(F)CC(*)(F)F,2.4856
*NC(F)(F)CC(*)(F)F,8.287
*OC(F)(F)CC(*)(F)F,10.0451
*C(=O)C(F)(F)C(=O)C(*)(F)F,3.1408
*OC(F)(F)C(=O)C(*)(F)F,5.2263
*OC(F)(F)C(=S)C(*)(F)F,2.4298
*c1ccc(C(F)(F)NC(*)(F)F)s1,3.6543
*c1ccc(C(F)(F)NC(*)(F)F)cc1,4.2709
*C(=O)C(F)(F)NC(*)(F)F,5.0875
*C(=S)C(F)(F)NC(*)(F)F,2.6094
*NC(F)(F)NC(*)(F)F,8.2637
*OC(F)(F)NC(*)(F)F,8.991
*C(C#N)C(*)(C#N)C#N,5.8992
*CC(*)(C#N)C#N,6.9314
*CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.2447
*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.2667
*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,5.9056
*CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.5308
*CC(C#N)(C#N)CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.4504
*C([2H])=C(*)[2H],0.6605
