psmiles,value
*Oc1ccc(N=Cc2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc(*)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,9.78
*Oc1ccc(N=Cc2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc(*)cc8)cc7)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,8.63
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C=Nc4ccc(Oc5ccc(-c6ccc(Oc7ccc(N=Cc8ccc(*)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,6.06
*C=Nc1ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c2ccc(N=Cc3ccc(*)s3)cc2)cc1,6.58
*CCCCOCCCCOCCCCOC(=O)c1ccc(N=Cc2cc(OCCC(C)CCCC(C)C)c(C=Nc3ccc(C(=O)O*)cc3)cc2OCCC(C)CCCC(C)C)cc1,37.44
*CC(CC)(CC)CS*,42.66
*c1cc(CCCCCCCCCCCC)c(*)s1,7.63
*c1cc(CCCCCC)c(*)s1,10.8
*c1cc(CCCCCCCC)c(*)s1,9.05
*c1cc(CCCC)c(*)s1,12.76
*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)c1,3.03
*C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc(*)s3)c2)cc1,10.77
*C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)cc1,8.94
*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc(*)s3)c2)c1,12.49
*CCCCOC(=O)CCSCCCCCCSCCC(=O)O*,29.63
*Oc1ccc(OC(=O)c2cccc(C(*)=O)c2)cc1,77.61
*CCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,17.1
*OC(C)(CC(*)=O)C(F)(F)F,1.69
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1,0.64
*Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3)ccc2c1,34.61
*OC(CCCCCCC=C)CC(*)=O,13.86
*OC(CCc1ccccc1)CC(*)=O,3.08
*OC(CCCCC)CC(*)=O,50.92
*Oc1ccc(C(*)=O)cc1CCC,32.4
*CCCCCCOC(=O)CC=CCC(=O)O*,77.09
*CCCCCCCCCCOC(=O)CC=CCC(=O)O*,84.02
*CCCCCCCCCCCCOC(=O)CC=CCC(=O)O*,89.84
*CCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O*,82.99
*CCCCCCOC(=O)CCC=CCCC(=O)O*,63.8
*CCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*,93.31
*CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*,81.89
*CC(=O)NC(C)C(=O)O*,90.21
*Oc1ccc(CCNC(=O)c2cccc(C(=O)NCCc3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c2)cc1,44.38
*Oc1ccc(CCNC(=O)c2cccc(C(*)=O)c2)cc1,21.5
*Oc1cc(OC(=O)c2ccc(OC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OC)cc1,37.08
*Oc1cc(OC(=O)c2ccc(OCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCC)cc1,34.21
*Oc1cc(OC(=O)c2ccc(OCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCC)cc1,28.48
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,19.6
*Oc1cc(OC(=O)c2ccc(OCCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCCC)cc1,16.08
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,29.15
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,32.7
*Oc1cc(OC(=O)c2ccc(C)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(C)cc1,35.53
*CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O*)c4)cc3)c2)cc1,57.22
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,3.92
*Oc1cc(OCCOC)c(OC(=O)c2ccc(C(*)=O)cc2OCCOCC)cc1OCCOC,5.48
*CC(=O)NCC(=O)O*,24.83
*Oc1cc(OCCOC)c(OC(=O)c2ccc(C(*)=O)cc2-c2ccccc2)cc1OCCOC,14.18
*CCCCCCCCCOC(=O)C(O)C(O)C(=O)O*,48.33
*CCCCCCCCCOC(=O)CCC(=O)O*,49.36
*CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N*)cc1,22.96
*CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N*)cc1,1.61
*NC(CCC(=O)OCCCCCCCCCC)C(*)=O,2.92
*NC(CCC(=O)OCCCCCCCCCCCC)C(*)=O,11.27
*NC(CCC(=O)OCCCCCCCCCCCCCC)C(*)=O,22.28
*NC(CCC(=O)OCCCCCCCCCCCCCCCC)C(*)=O,30.47
*NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C(*)=O,36.87
*CCCC(C)CNC(=O)c1ccc(C(=O)N*)cc1,27.74
*C(=O)c1ccc(N(*)CCC)cc1,38.13
*C(=O)c1ccc(N(*)CCCC)cc1,71.56
*CCCNC(=O)O*,63.79
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,74.47
*C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,73.35
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,81.52
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,72.34
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,98.4
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,78.27
*CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1*,5.94
*CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1*,8.58
*CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,3.16
*CC(CCCCCCCCCCCCCCCC)C1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,2.98
*CCCOC(=O)O*,10.25
*CC(C)(C)COC(=O)O*,26.11
*CCN(*)C(=O)CCCCCCCC,16.86
*CCN(*)C(=O)CCCCCCCCCC,15.83
*CCN(*)C(=O)CCCCCCCCCCCC,13.23
*CCN(*)C(=O)CCCCCCCCCCCCC,13.42
*CCN(*)C(=O)CCCCCCCCCCCCCC,12.58
*CCN(*)C(=O)CCCCCCCCCCCCCCC,11.08
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,26.86
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,23.27
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,24.72
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.82
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,37.92
*CCN(*)C(=O)c1ccc(OCCCSCC(=O)O)cc1,11.78
*CCN(*)C(=O)CCCCCCCCC=C,17.53
*CCN(*)C(=O)CCCCCCCCCCO,28.17
*CCN(*)C(=O)CCCCCCCCC,18.09
*CC(CC)N(*)C(=O)CCCC,17.5
*c1cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S(*)(=O)=O)c2)ccc1OCCCCCCCCCCS(=O)(=O)O,5.82
*C=Cc1cc(OCCCC)c(C=Cc2ccc(*)cc2)cc1OCCCC,8.38
*C([2H])([2H])C(*)(F)F,48.0
*C([2H])([2H])C(*)([2H])Cl,15.78
*C(*)(F)F,31.84
*C/C=C\C*,25.58
*O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(N=Cc3ccc(OC(=O)CCC[Si](*)(C)C)cc3)cc2)cc1,29.05
*O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(Cc3ccc(N=Cc4ccc(OC(=O)CCC[Si](*)(C)C)cc4)cc3)cc2)cc1,21.74
*CCN(CCCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)NCCCCCCNC(=O)O*,7.55
